obsid,leadid,ccode,"
idacr",leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,ebirthdate,deathdate,edeathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,Living_Abroad_Civilian,Military_Service_Abroad,Diplomatic,First_Gen_Immigrant,Study_Abroad_Civilian,Study_Abroad_Military,Exile_Abroad,Living_Abroad_Under_18,Foreign_Language,Which_language,foreign_country_1,Year_Arrival_Country_1,Year_Departure_Country_1,Country_1_military_only,foreign_country_2,Year_Arrival_Country_2,Year_Departure_Country_2,Country_2_military_only,foreign_country_3,Year_Arrival_Country_3,Year_Departure_Country_3,Country_3_military_only,foreign_country_n,Year of first departure,Year of final return,Multiple Foreign Experience,Less than one year,Between 1 and 5 years,Between 5 and 10 years,More than 10 years,travel/Tourism,travel_country_1,travel_country_2,travel_country_3,Notes,Sources,Coder_1,Coder_2 ,Coder_3,Revision_Coder_2_3,Revision Note
ALB-1918,821a2d60-1e42-11e4-b4cd-db5882bf8def,339,ALB,Turkhan Pasha,1918-12-28,12/28/1918,1920-03-27,3/27/1920,Foreign Imposition,Regular,Regular,0,Exile,M,1839,1927,NA,,NA,,NA,2,1,0,1,NA,NA,1,0,1,0,0,0,0,0,1,"Greek, Turkish",Greece,1895,1896,0,Russia,1908,1914,0,,,,,,1895,1914,1,0,0,1,0,,,,,"Among the Ottoman posts he occupied were Governor of Crete 1895 and 1896, and ambassador in Saint Petersburg between 1908-1914.","""Historiku i krijimit të institucionit të Ministrisë së Punëve të Jashtme të shtetit shqiptar | Konsullata e Përgjithshme e Republikës së Shqipërisë në Stamboll"". www.ambasadat.gov.al. Retrieved 7 January 2020.",Qi Jing,X,,,
ALB-1920-1,821a2d61-1e42-11e4-b4cd-db5882bf8def,339,ALB,Delvina,1920-03-27,3/27/1920,1920-11-20,11/20/1920,Regular,Regular,Regular,0,OK,M,1882,1932,NA,,NA,,NA,0,1,0,0,NA,NA,1,0,0,0,1,0,0,0,1,"Turkish, Greek",Greece,1883,1885,0,Turkey,1896,1918,0,,,,,,1883,1920,1,0,0,0,1,,,,,"He studied in the rü?diye (Middle school) at the Zosimaia School in Ioannina, while completed his university studies at the Mekteb-i Mülkiye for Public Administration in Istanbul, from where he graduated in the class of 1899. In the same year he began to serve as an officer in the Ottoman Ministry of Interior. In May 1901, he became a professor of Ottoman literature at Vefa Idadi school in Istanbul, and from September 1905 onwards he held the same post at the prestigious Galatasaray High School.","Vlora, Eqrem bej (2003). Lebenserinnerungen [Kujtime 1885-1925]. Translated by Afrim Koçi. Tiranë: IDK. p. 612. ISBN 99927-780-6-7.",Qi Jing,X,,,
ALB-1920-2,821a2d62-1e42-11e4-b4cd-db5882bf8def,339,ALB,Vrioni,1920-12-11,12/11/1920,1921-10-17,10/17/1921,Regular,Regular,Regular,0,OK,M,1883,1932,NA,,NA,,NA,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,French,,,,,,,,,,,,,,,,,,,,,,,,,Ilias Vrioni's diplomatic career happened after his tenure as PM of Albania.,"Vlora, Eqrem bej (2003). Lebenserinnerungen [Kujtime 1885-1925]. Translated by Afrim Koçi. Tiranë: IDK. p. 612. ISBN 99927-780-6-7.",Qi Jing,X,,,
ALB-1921-1,821a5e32-1e42-11e4-b4cd-db5882bf8def,339,ALB,Evangeli,1921-10-17,10/17/1921,1921-12-07,12/7/1921,Regular,Regular,Regular,0,OK,M,1859,1939,NA,,NA,,NA,0,1,0,0,NA,NA,1,0,0,0,0,0,0,1,,,Romania,1865,1875,0,,,,,,,,,,1865,1875,0,0,0,0,1,,,,,"Born in Korçë in 1859, he spent most of his youth in the Albania colony of Bucharest. ","Robert Elsie (December 24, 2012). A Biographical Dictionary of Albanian History. I. B. Tauris. pp. 134–135.",Qi Jing,X,,,
ALB-1921-2,821a5e33-1e42-11e4-b4cd-db5882bf8def,339,ALB,Prishtina,1921-12-07,12/7/1921,1921-12-11,12/11/1921,Regular,Regular,Regular,0,OK,M,1873,1933,NA,,NA,,NA,0,1,0,0,NA,NA,1,1,0,1,1,0,0,1,,,Kosovo,1873,1912,0,Greece,1888,1890,0,Turkey,1891,1912,0,,1873,1912,1,0,0,0,1,,,,,"Hasan was born in 1873 in V?ç?t?r?n/Vushtrri, Kosovo. After finishing the French gymnasium in Thessaloniki, Greece. he studied politics and law in Istanbul. He was originally known as ""Hasan Berisha"". Prishtina took an active part in the 1912 uprising in Kosovo.","Elsie, Robert (2010). Historical Dictionary of Kosovo. London: Scarecrow Press. pp. 223–224. ISBN 9780810874831.",Qi Jing,X,,,
ALB-1921-3,821a5e34-1e42-11e4-b4cd-db5882bf8def,339,ALB,Idomeni Kosturis,1921-12-11,12/11/1921,1921-12-24,12/24/1921,Regular,Regular,Regular,0,Missing: No Information Found,M,1873,1943,NA,,NA,,NA,0,1,0,-666,NA,NA,1,0,0,0,1,0,0,0,1,English,USA,1873,1876,0,,,,,,,,,,1873,1876,0,0,1,0,0,,,,,"May 15, 1873. Kostouri studied American and German history in Boston , where he stayed for several years .","Bashkim Kadiu (13 September 2013), Atentatori komunist që i mori jetën pabesisht qeveritarit Idhomen Kosturi [Communist shooter who perfidiously killed the politician Idhomen Kosturi] (in Albanian), Gazeta Bulevard Online, retrieved 21 December 2014",Qi Jing,X,,,
ALB-1921-4,821a5e35-1e42-11e4-b4cd-db5882bf8def,339,ALB,Djafer Ypi,1921-12-24,12/24/1921,1922-12-02,12/2/1922,Regular,Regular,Regular,0,OK,M,1880,1940,NA,,NA,,NA,0,1,0,0,NA,NA,1,0,0,0,1,0,0,0,1,Turkish,Turkey,1900,1912,0,,,,,,,,,,1900,1912,0,0,0,0,1,,,,,He graduated from Istanbul University for Law. From 1900 to 1912 he served as an official of the Ottoman administration.,"""Free by Lea Ypi review – a memoir of life amid the collapse of communism"". TheGuardian.com. 28 October 2021.",Qi Jing,X,,,
ALB-1922,821a5e36-1e42-11e4-b4cd-db5882bf8def,339,ALB,Zog I,1922-12-03,12/3/1922,1924-03-03,3/3/1924,Regular,Regular,Regular,0,Exile,M,1895,1961,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Zog-5Fof-5FAlbania&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=IqWAqtPGN6FvWjES02z-AMX2DQCzNzZoZegzUf4lVJs&e=,0,1,0,1,NA,NA,1,1,0,0,1,0,1,1,1,Turkish,Turkey,1909,1911,0,Austria,1917,1918,0,Italy,1918,1919,0,,1909,1919,1,0,0,1,0,,,,,"He was educated at Galatasaray High School (Lycée Impérial de Galatasaray) in Beyoglu, Turkey. Zogolli volunteered on the side of Austria-Hungary. He was detained at Vienna in 1917 and 1918 and in Rome in 1918 and 1919 before returning to Albania in 1919.","Balázs Trencsényi; Michal Kope?ek (2006). Discourses of collective identity in Central and Southeast Europe (1770–1945): texts and commentaries. Central European University Press. p. 177. ISBN 978-963-7326-61-5. ""Ahmet Zogu (who had changed his name from the Turkish sounding 'Zogolli' to the more Albanian sounding 'Zogu')""",Qi Jing,X,,,
ALB-1924-1,821a8f06-1e42-11e4-b4cd-db5882bf8def,339,ALB,Verlaci,1924-03-05,3/5/1924,1924-06-01,6/1/1924,Regular,Regular,Regular,0,Exile,M,1877,1946,NA,,NA,,NA,0,1,0,1,NA,NA,0,0,0,0,0,0,0,0,1,French,,,,,,,,,,,,,,,,,,,,,,,,,,"Elsie, Robert (2010). Historical dictionary of Albania (2nd ed.). Lanham: Scarecrow Press. p. 105. ",Qi Jing,X,,,
ALB-1924-2,821a2d62-1e42-11e4-b4cd-db5882bf8def,339,ALB,Vrioni,1924-06-01,6/1/1924,1924-06-10,6/10/1924,Regular,Irregular,"Removed by Rebels, without Foreign Support",1,OK,M,1883,1932,NA,,NA,,NA,0,3,4,0,NA,NA,0,0,0,0,0,0,0,0,1,French,,,,,,,,,,,,,,,,,,,,,,,,,Ilias Vrioni's diplomatic career happened after his tenure as PM of Albania.,"Vlora, Eqrem bej (2003). Lebenserinnerungen [Kujtime 1885-1925]. Translated by Afrim Koçi. Tiranë: IDK. p. 612. ISBN 99927-780-6-7.",Qi Jing,X,,,
ALB-1924-3,821a8f07-1e42-11e4-b4cd-db5882bf8def,339,ALB,Fan S. Noli,1924-06-12,6/12/1924,1924-12-24,12/24/1924,Irregular,Irregular,"Removed by Rebels, without Foreign Support",0,Exile,M,1882,1965,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fan-5FS.-5FNoli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=G-PbrmEFx7giA1mpRfO4FeIWiSehNlTWtPhz4dKUqyU&e=,1,3,4,1,NA,NA,1,0,0,0,1,0,1,1,1,"Greek, English, French, Turkish, Arabic.",Turkey,1882,1895,0,Greece,1895,1903,0,USA,1908,1913,0,Egypt,1882,1913,1,0,0,0,1,1,,,,"Fan Noli was born Theofanis Stylianos Mavromatis 1882 in ?briktepe, a small village situated in the Thracian Ottoman Vilayet of Adrianople. During his youth, Noli received his education from Greek elementary and secondary schools.[5] As a young man, Noli wandered throughout the Mediterranean Basin, living in Athens in Greece, Alexandria in Egypt and Odessa in Russia, and supported himself as an actor and translator. As well as his native Albanian, he spoke many languages such as Greek, English, French, Turkish, and Arabic. Noli earned degrees at Harvard (1912), the New England Conservatory of Music (1938), and finally his Ph.D. from Boston University (1945).","Thernstrom, Stephan (1980). Harvard Encyclopedia of American Ethnic Groups. Cambridge, MA: Belknap Press of Harvard University.P.26",Qi Jing,X,,,
ALB-1924-4,821a2d62-1e42-11e4-b4cd-db5882bf8def,339,ALB,Vrioni,1924-12-24,12/24/1924,1925-01-10,1/10/1925,Irregular,Irregular,"Removed by Other Government Actors, without Foreign Support",2,OK,M,1883,1932,NA,,NA,,NA,1,3,8,0,NA,NA,0,0,0,0,0,0,0,0,1,French,,,,,,,,,,,,,,,,,,,,,,,,,Ilias Vrioni's diplomatic career happened after his tenure as PM of Albania.,"Vlora, Eqrem bej (2003). Lebenserinnerungen [Kujtime 1885-1925]. Translated by Afrim Koçi. Tiranë: IDK. p. 612. ISBN 99927-780-6-7.",Qi Jing,X,,,
ALB-1925,821a5e36-1e42-11e4-b4cd-db5882bf8def,339,ALB,Zog I,1925-01-10,1/10/1925,1939-04-12,4/12/1939,Irregular,Foreign,Removed through Threat of Foreign Force,1,Exile,M,1895,1961,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Zog-5Fof-5FAlbania&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=IqWAqtPGN6FvWjES02z-AMX2DQCzNzZoZegzUf4lVJs&e=,1,4,9,1,NA,NA,1,1,0,0,1,0,1,1,1,Turkish,Turkey,1909,1911,0,Austria,1917,1918,0,Italy,1918,1919,0,,1909,1919,1,0,0,1,0,,,,,"He was educated at Galatasaray High School (Lycée Impérial de Galatasaray) in Beyoglu, Turkey. Zogolli volunteered on the side of Austria-Hungary. He was detained at Vienna in 1917 and 1918 and in Rome in 1918 and 1919 before returning to Albania in 1919.","Balázs Trencsényi; Michal Kope?ek (2006). Discourses of collective identity in Central and Southeast Europe (1770–1945): texts and commentaries. Central European University Press. p. 177. ISBN 978-963-7326-61-5. ""Ahmet Zogu (who had changed his name from the Turkish sounding 'Zogolli' to the more Albanian sounding 'Zogu')""",Qi Jing,X,,,
ALB-1944,821a8f08-1e42-11e4-b4cd-db5882bf8def,339,ALB,Hoxha,1944-11-29,11/29/1944,1985-04-11,4/11/1985,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1908,1985,10/16/1908,10/16/1908,4/11/1985,4/11/1985,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Enver-5FHoxha&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=whbP2nqZKjNnD7Dt9uPG_D4sAMBBp2-ZbDGJoUZmHd0&e=,1,2,0,-777,NA,NA,1,0,1,0,1,0,0,0,1,"Turkish, French, English, Italian",FRN,1930,1934,0,Belgium,1934,1936,0,,,,,,1930,1936,1,0,0,1,0,1,,,,"In 1930, Hoxha went to study at the University of Montpellier in France on a state scholarship for the faculty of natural science, but lost an Albanian state scholarship for neglecting his studies. From 1934 to 1936, he was employed as a secretary at the Albanian consulate in Brussels, during his time in Belgium he also studied at the Université libre de Bruxelles","Dervishi, Kastriot (2016). The communist movement in the 1924–1944 years and the establishment of ACP's. Tirana: 55. ISBN 978-9928106384. Archived from the original on 12 February 2018. Retrieved 12 January 2018.",Qi Jing,X,,,
ALB-1985,821a8f09-1e42-11e4-b4cd-db5882bf8def,339,ALB,Alia,1985-04-13,4/13/1985,1992-04-03,4/3/1992,Regular,Regular,Regular,0,Imprisonment,M,1925,-777,10/18/1925,10/18/1925,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ramiz-5FAlia&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=cVB434R_CIuSyUy0QZ3ChffuO1eywq4JfZHzpkw3nb0&e=,0,1,0,2,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,FRN,Sweden,,He escaped briefly to France to join his family during the Albanian Civil War and to his daughter's in Sweden,"""ramiz-alia-former-ruler-of-albania-dies-at-85"". nytimes. Retrieved 14 May 2020.",Qi Jing,X,,,
ALB-1992,35b38fe8-3bbd-11e5-afeb-eb6f07f9fec7,339,ALB,Berisha,1992-04-09,4/9/1992,1997-07-24,7/24/1997,Regular,Regular,Regular,0,OK,M,1944,-777,10/15/1944,10/15/1944,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Sali-5FBerisha&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6x8g4EKTqTYkPlViQGR2NGChuYJ3p2MWDm-PotNFDnc&e=,0,1,0,0,NA,NA,1,0,0,0,1,0,0,0,1,French,FRN,1967,1968,0,,,,,,,,,,1967,1968,0,1,0,0,0,,,,,He received a scholarship to study cardiology in Paris in 1967-1968.,"AlbaniaSite – Nje bote plot me informacione » Takimi me intelektualët, Berisha ishte kundër pluralizmit. Albania Site (14 May 2010). Retrieved on 13 May 2012.;Munzinger-Archiv GmbH, Ravensburg. “Sali Berisha - Munzinger Biographie.” Munzinger.de, 2013. https://www.munzinger.de/search/portrait/Sali+Berisha/0/20236.html.",Qi Jing,X,,,
ALB-1997,821abfda-1e42-11e4-b4cd-db5882bf8def,339,ALB,Fatos Nano,1997-07-24,7/24/1997,1998-10-02,10/2/1998,Regular,Regular,Regular,0,OK,M,1952,-777,9/16/1952,9/16/1952,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fatos-5FNano&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=11sl0oJwz8gNo8nbjH4c0w8RkGxCQ3eB0psVPSTMGFM&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,"Russian, French, Serbian, Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,"""Të jetosh kohën"", Rexhina Nano, page 66, Botimet DUDAJ, 2008",Qi Jing,X,,,
ALB-1998,821abfdb-1e42-11e4-b4cd-db5882bf8def,339,ALB,Majko,1998-10-02,10/2/1998,1999-10-29,10/29/1999,Regular,Regular,Regular,0,OK,M,1967,-777,11/15/1967,11/15/1967,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pandeli-5FMajko&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=FhuWFOkSg5jdZgI3ZesntgXPb0jrcoqHI24BimRnHg4&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,,,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,"""Ministri"" [Minister] (in Albanian). Minister of State for Diaspora (Albania). Retrieved 18 September 2021.",Qi Jing,X,,,
ALB-1999,821abfdc-1e42-11e4-b4cd-db5882bf8def,339,ALB,Meta,1999-10-29,10/29/1999,2002-02-22,2/22/2002,Regular,Regular,Regular,0,OK,M,1969,-777,NA,,NA,,NA,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,"English, Italian",,,,,,,,,,,,,,,,,,,,,,,,,He also speaks fluent English ,"""Biography"". Presidenti i Republikës së Shqipërisë. Retrieved 4 July 2021.",Qi Jing,X,,,
ALB-2002-1,821abfdb-1e42-11e4-b4cd-db5882bf8def,339,ALB,Majko,2002-02-22,2/22/2002,2002-07-31,7/31/2002,Regular,Regular,Regular,1,OK,M,1967,-777,11/15/1967,11/15/1967,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pandeli-5FMajko&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=FhuWFOkSg5jdZgI3ZesntgXPb0jrcoqHI24BimRnHg4&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Ministri"" [Minister] (in Albanian). Minister of State for Diaspora (Albania). Retrieved 18 September 2021.",Qi Jing,X,,,
ALB-2002-2,821abfda-1e42-11e4-b4cd-db5882bf8def,339,ALB,Fatos Nano,2002-07-31,7/31/2002,2005-09-11,9/11/2005,Regular,Regular,Regular,2,OK,M,1952,-777,9/16/1952,9/16/1952,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fatos-5FNano&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=11sl0oJwz8gNo8nbjH4c0w8RkGxCQ3eB0psVPSTMGFM&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,"Russian, French, Serbian, Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,"""Të jetosh kohën"", Rexhina Nano, page 66, Botimet DUDAJ, 2008",Qi Jing,X,,,
ALB-2005,35b38fe8-3bbd-11e5-afeb-eb6f07f9fec7,339,ALB,Berisha,2005-09-11,9/11/2005,2013-09-15,9/15/2013,Regular,Regular,Regular,1,OK,M,1944,-777,10/15/1944,10/15/1944,NA,,NA,0,1,0,0,NA,NA,1,0,0,0,1,0,0,0,1,French,FRN,1967,1968,0,,,,,,,,,,1967,1968,0,1,0,0,0,,,,,He received a scholarship to study cardiology in Paris in 1967-1968.,"AlbaniaSite – Nje bote plot me informacione » Takimi me intelektualët, Berisha ishte kundër pluralizmit. Albania Site (14 May 2010). Retrieved on 13 May 2012.;Munzinger-Archiv GmbH, Ravensburg. “Sali Berisha - Munzinger Biographie.” Munzinger.de, 2013. https://www.munzinger.de/search/portrait/Sali+Berisha/0/20236.html.",Qi Jing,X,,,
ALB-2013,149e63e7-aae0-11e4-b3bc-29f2fa19767e,339,ALB,Rama,2013-09-15,9/15/2013,2015-12-31,12/31/2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1964,-777,7/4/1964,7/4/1964,NA,,NA,0,-888,-888,-888,NA,NA,1,0,0,0,0,0,0,0,1,French,FRN,1993,1997,0,,,,,,,,,,1993,1997,0,0,1,0,0,,,,,"In 1993, Rama moved to France, and tried to begin a career as a painter. ","""Formulari i vetëdeklarimit i Edi Ramës"" [Edi Rama's self-declaration form] (PDF). cec.org.al. 21 April 2016. p. 1.",Qi Jing,X,,,
ALG-1962-1,823bbfd4-1e42-11e4-b4cd-db5882bf8def,615,ALG,Ben Khedda,1962-07-03,7/3/1962,1962-09-25,9/25/1962,Regular,Regular,Regular,0,OK,M,1920,2003,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Benyoucef-5FBenkhedda&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=rFtCoEWQn1mcO3j2Uqo1eefVMFSW_HX53_5i_dGa6AM&e=,0,1,0,0,NA,NA,1,0,1,0,0,0,1,0,1,French,Egypt,1957,1962,,,,,,,,,,,1957,1962,1,0,0,1,0,,,,,"He attended both the local Madrasah and French colonial school AND He went abroad in the name of the Liberation front and accomplished much for the organisation such as visiting the capitals of the Arab states in 1957–58, London in 1959, Yugoslavia in 1961,[8] Latin America in 1960 and two visits to China","New Team. Time. September 8, 1961.",Qi Jing,X,,,
ALG-1962-2,823bbfd5-1e42-11e4-b4cd-db5882bf8def,615,ALG,Bella,1962-09-26,9/26/1962,1965-06-19,6/19/1965,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1916,2012,12/25/1916,12/25/1916,NA,,NA,0,3,6,2,NA,NA,1,1,1,0,0,0,1,0,1,French,Egypt,1952,1962,0,,,,,,,,,,1952,1962,0,0,0,0,1,,,,,"During WWII, fight for France in Italy ; He escaped soon afterwards, making his way to Tunisia and then to Egypt, reaching Cairo by 1952 where he's a leading figure in the FLN government in exile.","""Britannica Academic"". academic.eb.com. Retrieved 9 February 2018.",Qi Jing,X,,,
ALG-1965,823bbfd6-1e42-11e4-b4cd-db5882bf8def,615,ALG,Boumedienne,1965-06-19,6/19/1965,1978-12-27,12/27/1978,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1927,1978,8/22/1927,8/22/1927,12/27/1978,12/27/1978,NA,1,2,0,-777,NA,NA,1,1,0,0,1,0,0,0,0,,Egypt,1952,1955,0,,,,,,,,,,1952,1955,0,0,1,0,0,,,,,"Boumédiène went to Cairo, where he studied at the Al-Azhar University. In the United Nations, he called for a unity built on equal status for western and ex-colonial nations, and brought about by a socialist-style change in political and trade relations. ",Thomas M. Leonard (18 October 2013). Encyclopedia of the Developing World. Taylor & Francis. p. 191. ISBN 978-1-135-20515-7.,Qi Jing,X,,,
ALG-1978,823bbfd7-1e42-11e4-b4cd-db5882bf8def,615,ALG,Bitat,1978-12-27,12/27/1978,1979-02-07,2/7/1979,Regular,Regular,Regular,0,OK,M,1925,2000,12/19/1925,12/19/1925,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Rabah-5FBitat&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=CNA1eiDob2mpLV198T4jnzWfyZ5ik2bsJR_gyPt8Pv0&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,French,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson, Douglas (24 April 2000). ""Rabah Bitat"". The Guardian.",Qi Jing,X,,,
ALG-1979,823bf0a6-1e42-11e4-b4cd-db5882bf8def,615,ALG,Benjedid,1979-02-07,2/7/1979,1992-01-11,1/11/1992,Regular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1929,2012,4/14/1929,4/14/1929,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Chadli-5FBendjedid&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=31Ha0ZOw-0ymEgwZaJq4rrAyRBM2Rf8MrEfVdoe8ZrA&e=,0,3,6,0,NA,NA,0,1,0,0,0,0,0,0,1,French,Indochina,1946,1954,1,,,,,,,,,,,,,,,,,,,,,He served in the French Army as a non-commissioned officer and fought in Indochina.,"Algeria:Anger of The Dispossessed, Martin Evans and John Phillips, Yale University Press, 2007, p. 114",Qi Jing,X,,,
ALG-1992-1,823bf0a7-1e42-11e4-b4cd-db5882bf8def,615,ALG,Boudiaf,1992-01-14,1/14/1992,1992-06-29,6/29/1992,Irregular,Irregular,"Removed by Rebels, without Foreign Support",0,Death,M,1919,1992,6/23/1919,6/23/1919,6/29/1992,6/29/1992,NA,1,3,4,3,NA,NA,1,0,0,0,0,0,1,0,1,French,Egypt,1954,1962,0,Morocco,1965,1992,0,,,,,,1954,1992,1,0,0,0,1,,,,,"Boudiaf was by this time a main leader of the movement, and emerged as an important member of the exiled leadership working from Cairo and Algeria's neighbouring countries. In 1956, he was captured along with Ahmed Ben Bella and several other FLN leaders in a controversial aircraft hijacking by French forces, and imprisoned in France. he then exiled to Morocco after the 1965 military coup and returned to Algeria after 27 years in exile.","Jacques Duchemin, Histoire du F. L. N., Editions Mimouni, Algiers 2006",Qi Jing,X,,,
ALG-1992-2,823bf0a8-1e42-11e4-b4cd-db5882bf8def,615,ALG,Kafi,1992-07-02,7/2/1992,1994-01-31,1/31/1994,Regular,Regular,Regular,0,OK,M,1928,-777,NA,,NA,,NA,0,1,0,0,NA,NA,1,0,1,0,1,0,0,0,1,,Tunisia,1950,1952,0,Egypt,1962,1992,0,Italy,1962,1992,0,Iraq,1950,1992,1,0,0,1,0,,,,,"Kafi studied at Zaytouna University in Tunisia in 1950 to complete his studies. He returned to Algeria in 1952. He was the Algerian ambassador to several countries, including Syria, Egypt, Iraq and Italy","Ali Kafi, Algeria head of state during civil war, dies. The Daily Star. Algiers. 16 April 2013. Archived from the original on 3 July 2020. Retrieved 18 April 2013.",Qi Jing,X,,,
